product_id,url,name,company,function_code,primary_function
21917,https://voice.google.com,google voice,google llc,CM , classroom engagement & instruction 
22241,https://www.history.com/,history.com," a&e television networks, llc",LC ,  resources & reference
22741,http://tes.com,tes, tes global ltd ,SDO , human resources
22767,https://apps.apple.com/us/app/zoom-cloud-meetings/id546505307?ign-mpt=uo%3D4,zoom cloud meetings,"zoom video communications, inc.",CM , virtual classroom 
22856,https://www.texthelp.com/en-us/products/fluencytutor/,fluency tutor,"texthelp, inc.",LC , digital learning platforms
23483,http://owl.english.purdue.edu/,purdue online writing lab,online writing lab,LC ,  resources & reference
23644,https://www.thoughtco.com,thoughtco,dotdash,LC ,  resources & reference
23927,https://goguardian.com/,goguardian,goguardian,CM , classroom engagement & instruction 
24120,http://www.edulastic.com/,edulastic,edulastic,LC , digital learning platforms
24342,https://www.ebscohost.com/academic/ap-images-collection,ap images collection,"ebsco industries, inc",LC ,  resources & reference 
24396,https://www.mathsisfun.com/,math is fun,mathsisfun.com,LC ,  resources & reference
24711,https://kahoot.it,kahoot!,kahoot! as,LC , study tools
24744,http://worldbookonline.com/,world book online,"world book, inc",LC ,  resources & reference 
24829,http://www.utahcompose.com/,utah compose,measurement incorporated ,LC , study tools
25267,http://www.discoveryeducation.com/what-we-offer/techbook-digital-textbooks/science/index.cfm,discovery education - science techbook,discovery education,LC , digital learning platforms
25559,http://www.lexialearning.com/,lexia core5 reading,lexia learning,LC , digital learning platforms
25585,http://www.heinemann.com/fountasandpinnell/lli_overview.aspx,leveled literacy intervention,houghton mifflin harcourt,LC , courseware & textbooks
25793,http://www.wix.com/,wix,"wix.com, inc",SDO ,  analytics & reporting 
26248,https://studio.code.org,studio code,code.org,LC , content creation & curation
26372,https://www.overdrive.com/,overdrive education,overdrive,LC ,  resources & reference 
26407,http://www.edmentum.com/products/academy,edoptions academy,edmentum,LC , online course providers 
26491,http://www.answers.com/,answers,answers,LC , study tools 
26512,https://www.multiplication.com/,multiplication.com,multiplication.com,LC ,  resources & reference 
26533,https://www.screencastify.com/,screencastify,"screencastify, llc",LC , content creation & curation
26696,https://www.surveymonkey.com/,surveymonkey,surveymonkey,CM , classroom engagement & instruction 
26753,http://vimeo.com/,vimeo,vimeo,LC , content creation & curation
26881,http://www.istation.com,istation,istation,LC , digital learning platforms
26970,https://www.engageny.org/,engageny,new york state education department,LC ,  resources & reference
28199,https://www.iheart.com/,iheartradio,iheartradio,LC ,  resources & reference 
28324,http://www.curriculumassociates.com/products/ready-common-core-reading.aspx#.WFG2KfkrJEY,i-ready reading,curriculum associates,LC , digital learning platforms
28456,http://www.smartmusic.com,smartmusic,"makemusic, inc.",LC , study tools
28467,https://www.slidescarnival.com,slidescarnival,slidescarnival,LC , content creation & curation
28504,http://google.com/sheets/about/,google sheets,google llc,MULTI , other
28525,https://www.renaissance.com,renaissance learning,renaissance learning,LC , digital learning platforms
28633,http://www.discoveryeducation.com/,discovery education,discovery communications,LC , digital learning platforms
28701,https://www.luminpdf.com/,lumin pdf,nitrolabs limited,MULTI , other
29158,https://storyworks.scholastic.com,storyworks,scholastic inc,LC , courseware & textbooks
29286,http://socratic.org,socratic,vespr,LC , study tools 
29322,http://www.khanacademy.org,khan academy,khan academy,LC , digital learning platforms
29790,http://www.hoodamath.com/,hooda math,hooda math,LC ,  resources & reference 
29806,https://www.mathworksheets4kids.com,math worksheets 4 kids,math worksheets 4 kids,LC , study tools
29921,http://www.learninga-z.com/index.html,learning a-z,learning a-z,LC , courseware & textbooks
30008,https://groups.google.com/a/learnplatform.com/forum/#!overview,google groups,google llc,CM , classroom engagement & instruction 
30025,http://www.learnzillion.com/,learnzillion,learnzillion,LC , courseware & textbooks
30593,http://www.socrative.com/,socrative,showbie inc ,LC , digital learning platforms
30851,https://www.google.com/chrome/,google chrome,google llc,MULTI , other
31827,https://onedrive.live.com/about/en-us/,microsoft onedrive,microsoft,MULTI , other
31956,https://apcentral.collegeboard.org,ap central,the college board,LC , study tools 
32032,https://www.signupgenius.com/,signupgenius,signupgenius,CM , classroom engagement & instruction 
32050,https://www.webex.com/,webex,cisco,CM , virtual classroom 
32213,https://classroom.google.com,google classroom,google llc,SDO , learning management systems (lms)
32340,http://genius.com/static/education,education genius,genius media group,LC ,  resources & reference 
32555,http://www.innersloth.com/gameAmongUs.php,among us,innersloth,LC ,  resources & reference 
33185,http://www.google.com/forms/about/,google forms,google llc,CM , classroom engagement & instruction 
33326,https://www.ducksters.com/,ducksters,"technological solutions, inc. (tsi)",LC ,  resources & reference 
33562,http://www.ixl.com/,ixl language,ixl learning,LC , digital learning platforms
33624,http://www.howstuffworks.com/,howstuffworks,howstuffworks,LC ,  resources & reference
33946,http://www.jstor.org/,jstor,ithaka,LC ,  resources & reference 
34887,http://www.naviance.com/,naviance,hobsons,LC , career planning & job search
35007,http://www.imaginelearning.com/,imagine learning,imagine learning,LC , digital learning platforms
35098,https://safeyoutube.net/,safeyoutube,safe youtube,LC ,  resources & reference 
35201,https://www.symbolab.com/,symbolab,eqsquest ltd,LC , study tools
35237,http://www.sharpschool.com/,sharp school,sharpschool,SDO ,  analytics & reporting 
35971,http://www.edpuzzle.com/,edpuzzle,edpuzzle inc.,LC , digital learning platforms
36102,https://littlealchemy.com/,little alchemy,jakub koziol,LC ,  resources & reference 
36254,http://www.truenorthlogic.com/,true north logic,powerschool group llc,SDO ,  analytics & reporting 
36620,https://www.disneyplus.com/,disney+,disney,LC ,  resources & reference 
36692,https://www.getepic.com/,epic! - unlimited books for kids,"epic creations, inc.",LC , digital learning platforms
36859,https://www.instagram.com,instagram,instagram,MULTI , other
37017,https://pixlr.com/,pixlr,pixlr,LC , content creation & curation
37153,https://www.zearn.org/,zearn,zearn,LC , digital learning platforms
37373,https://www.peardeck.com/googleslides,pear deck for google slides,github,LC , digital learning platforms
37479,https://www.frontlineeducation.com/,frontline education,frontline education,SDO , human resources
37600,http://www.activelylearn.com/,actively learn,actively learn,LC , digital learning platforms
37805,http://google.com/slides/about/,google slides,google llc,LC , content creation & curation
37891,http://www.classzone.com/cz/index.htm,classzone,houghton mifflin harcourt,LC , courseware & textbooks
37948,https://www.docusign.com/,docusign,docusign inc,SDO , other
38871,https://gsuite.google.com/,google workspace,google llc,MULTI , other
39004,http://www.tumblebooklibrary.com,tumblebooks,tumblebooks,LC ,  resources & reference 
39623,https://www.spanishdict.com/,spanishdict,curiosity media inc,LC , study tools
39841,http://studyjams.scholastic.com,studyjams!,scholastic inc,LC ,  resources & reference
40928,https://www.peardeck.com/,pear deck,pear deck,LC , digital learning platforms
41424,https://www.commonapp.org/,common app,"the common application, inc.",LC , career planning & job search
41581,http://www.tynker.com/,tynker,neuron fuel,LC , digital learning platforms
41587,http://www.linkedin.com,linkedin,linkedin,LC , career planning & job search
41675,http://onlinelibrary.uen.org/,onlinelibrary.uen.org,utah education network,LC ,  resources & reference 
42410,https://conjuguemos.com/,conjuguemos,yegros educational llc dba conjuguemos,LC , digital learning platforms
42608,https://www.raz-plus.com/,raz-plus,learning a-z,LC , courseware & textbooks
42725,https://www.lexialearning.com/products/core5,mylexia,lexia learning,LC , digital learning platforms
43149,http://contentkeeper.com/,contentkeeper,contentkeeper technologies,SDO , school management software 
43491,http://duolingo.com/,duolingo,duolingo,LC , digital learning platforms
44025,https://www.soundtrap.com/,soundtrap,spotify usa inc,LC , content creation & curation
44853,https://www.panoramaed.com/,panorama education,panorama education,SDO , human resources
45005,https://github.com/,github,github,LC , content creation & curation
45601,https://www.pearsonrealize.com/#/,savvas realize,savvas learning company | formerly pearson k12 learning,SDO , learning management systems (lms)
45716,http://student.classdojo.com/#/login,classdojo for students,"classdojo, inc.",CM, classroom engagement & instruction 
45811,https://sciencejournal.withgoogle.com/,google science journal,google llc,LC ,  resources & reference 
46123,https://www.collegeboard.org/,college board,the college board,SDO , large
46819,https://www.tes.com/lessons,tes teach, tes global ltd ,LC , content creation & curation
47261,https://www.funbrain.com/,funbrain,"funbrain holdings, llc",LC ,  resources & reference
47267,http://www.classdojo.com/,classdojo,"classdojo, inc.",CM , classroom engagement & instruction 
47364,https://www.canvas.net/,canvas,"instructure, inc. ",LC , online course providers 
48010,https://site.gcntraining.com,gcn training,global compliance network inc,LC , online course providers 
48333,https://hangouts.google.com/,google hangouts,google llc,CM , virtual classroom 
48625,http://www.culturegrams.com/,culturegrams,proquest,LC ,  resources & reference 
48708,http://www.storylineonline.net/,storyline online,sag-aftra foundation,LC ,  resources & reference
48984,https://www.safeschools.com,safeschools,vector solutions,SDO ," environmental, health & safety (ehs) compliance"
49050,https://www.freckle.com/,freckle by renaissance,"renaissance learning, inc.",LC , digital learning platforms
49062,http://www.quia.com/web,quia web,ixl learning,LC , digital learning platforms
49094,http://www.schooltube.com/,schooltube,schooltube,CM , classroom engagement & instruction 
49521,http://www.hp.com/,hp,hewlett-packard,MULTI , other
49563,https://bookcreator.com/,book creator,"tools for schools, inc. (book creator)",LC , content creation & curation
49570,http://www.ptable.com/,ptable,michael dayah,LC ,  resources & reference
49571,http://www.education.com/,education.com,education.com,LC ,  resources & reference
49687,https://www.snapchat.com/,snapchat,snap inc.,MULTI , other
49751,http://www.sparknotes.com,sparknotes,sparknotes,LC , study tools
50104,http://www.chegg.com/,chegg,chegg,LC , study tools
50129,https://www.curriculumassociates.com/products/i-ready,i-ready mathematics,curriculum associates,LC , digital learning platforms
50168,http://www.hmhco.com,houghton mifflin harcourt,houghton mifflin harcourt,LC , courseware & textbooks
50282,https://safeshare.tv/,safeshare,vitzo ltd,CM , classroom engagement & instruction 
50479,https://www.abcya.com,abcya!,"abcya.com, llc",LC ,  resources & reference 
50580,http://securly.com/,securly anywhere filter,securly inc ,SDO , school management software 
50626,https://forms.office.com/,microsoft forms,microsoft education,CM , classroom engagement & instruction 
50692,https://www.schoolmessenger.com,schoolmessenger,west corporation,CM , classroom engagement & instruction 
50712,http://earthquake.usgs.gov/learn/kids/,earthquakes for kids,us geological survey,LC ,  resources & reference
50724,https://www.myon.com/index.html,myon reader,renaissance learning,LC , digital learning platforms
50762,http://archive.org/,internet archive,the internet archive,LC ,  resources & reference 
51288,https://www.eventbrite.com/,eventbrite,eventbrite,LC ,  resources & reference
51340,https://www.grammarly.com/,grammarly,grammarly,LC , study tools
51853,http://pbskids.org/,pbs kids,pbs,LC ,  resources & reference 
52175,http://www.washingtonpost.com/lifestyle/kidspost,the washington post kidspost,washington post,LC ,  resources & reference
52196,https://jr.brainpop.com/,brainpop jr.,brainpop llc,LC , digital learning platforms
52448,http://plus.google.com/,google currents,google llc,CM , classroom engagement & instruction 
52615,http://mysteryscience.com/,mystery science,"mystery science, inc",LC ,  resources & reference
52758,https://www.adobe.com/products/character-animator.html,adobe character animator,adobe inc.,LC , content creation & curation
53399,https://spark.adobe.com/about/page,adobe spark page,adobe inc.,MULTI , content creation & curation
53775,https://play.google.com/music/listen?u=0#/sulp,google play music,google llc,LC ,  resources & reference 
54110,https://www.pandora.com/,pandora,"pandora media, llc",LC ,  resources & reference 
54430,http://www.britannica.com/,encyclopedia britannica,"encyclopaedia britannica, inc.",LC ,  resources & reference 
54550,http://www.schoolnet.com/,schoolnet,savvas learning company | formerly pearson k12 learning,LC , digital learning platforms
54794,https://www.ets.org/,mapp,educational testing service,SDO , large
54827,http://www.soundcloud.com,soundcloud,soundcloud,LC ,  resources & reference 
55031,https://nearpod.com/,nearpod,nearpod inc.,LC , digital learning platforms
55032,http://www.ascd.org/professional-development.aspx,ascd professional development tools,association for supervision and curriculum development,CM , teacher resources 
55355,http://www.readwritethink.org/,readwritethink,readwritethink.org,LC ,  resources & reference
55450,https://apps.apple.com/us/app/spotify-music-and-podcasts/id324684580?ign-mpt=uo%3D4,spotify: music and podcasts,spotify ltd,LC ,  resources & reference 
55589,http://www.brainpop.com/,brainpop,brainpop llc,LC , digital learning platforms
55816,https://www.adobe.com/creativecloud/buy/education.html,adobe creative cloud for higher ed,adobe inc,LC , content creation & curation
56028,http://www.shmoop.com,shmoop,"shmoop university, inc",LC , study tools
56218,http://www.schoolloop.com/,school loop,school loop,SDO ,  analytics & reporting 
56441,http://www.audible.com,audible,"amazon.com, inc. ",LC ,  resources & reference 
56695,http://ellevationeducation.com/,ellevation,ellevation,SDO ,  analytics & reporting
57084,https://www.coolmathgames.com,coolmath games,coolmath.com llc,LC ,  resources & reference 
57293,http://www.worldcampus.psu.edu,penn state world campus,the pennsylvania state universtity,LC , online course providers 
57343,http://goformative.com/,formative,formative,LC , digital learning platforms
57724,http://www.easybib.com/,easybib,imagine easy solutions,LC , study tools
57949,https://mathway.com/mobile,mathway,mathway,LC , study tools
58235,http://ed.ted.com/,teded,ted conferences,LC ,  resources & reference
58986,http://www.tolerance.org/,learning for justice,southern poverty law center,LC ,  resources & reference
59257,http://www.issuu.com,issuu,issuu,LC , content creation & curation
59304,http://www.weareteachers.com/,weareteachers,weareteachers,CM , teacher resources 
59434,https://app.seesaw.me/,seesaw : the learning journal,seesaw learning inc,LC , content creation & curation
60051,https://www.bigideasmath.com,big ideas math,big ideas learning,LC , courseware & textbooks
60825,http://study.com,study.com,study.com,LC , digital learning platforms
61292,http://www.youtube.com,youtube,google llc,LC ,  resources & reference 
61384,http://www.xtramath.org/,xtramath,xtramath,LC , digital learning platforms
61441,http://www.i-ready.com/,i-ready,curriculum associates,LC , digital learning platforms
61517,http://www.hmhco.com/shop/education-curriculum/world-languages/spanish/avancemos,¡avancemos!,houghton mifflin harcourt,LC , courseware & textbooks
61945,https://zoom.us/,zoom,"zoom video communications, inc.",CM , virtual classroom 
62538,https://www.bitmoji.com,bitmoji,snap inc.,LC , content creation & curation
62934,http://www.noredink.com/,noredink,noredink,LC , digital learning platforms
63178,http://www.learnplatform.com/,learnplatform,lea(r)n,SDO ,  analytics & reporting 
63335,https://www.mathgames.com/,math games (mathgames),teachme,LC ,  resources & reference 
63740,https://www.generationgenius.com/,generation genius,"generation genius, inc.",LC , digital learning platforms
64124,https://learn.genetics.utah.edu/,learn.genetics,the university of utah ,LC ,  resources & reference
64581,https://hulu.com,hulu,"hulu, llc",LC ,  resources & reference 
64838,http://www.starfall.com/,starfall,starfall education,LC ,  resources & reference 
64850,https://calendly.com/,calendly,calendly,CM , classroom engagement & instruction 
64915,http://www.readworks.org/,readworks,readworks,LC , digital learning platforms
64947,http://www.desmos.com,desmos,desmos,LC , study tools
64948,https://prodigygame.com/,prodigy,smarteacher inc.,LC ,  resources & reference 
64998,http://web.stmath.com/,st math,mind research institute,LC , digital learning platforms
65131,http://www.amplify.com/,amplify,"amplify education, inc.",LC , courseware & textbooks
65277,https://www.teacherspayteachers.com/,teacherspayteachers,teacherspayteachers,CM , teacher resources 
65358,http://www.prezi.com,prezi,prezi inc.,LC , content creation & curation
65797,https://chrome.google.com/webstore/detail/google-drawings/mkaakpdehdafacodkgkpghoibnmamcme?hl=en-US,google drawings,google llc,LC , content creation & curation
66838,https://www.vooks.com/,vooks,"vooks, inc.",LC ,  resources & reference
66933,https://abcmouse.com,abcmouse.com,"age of learning, inc ",LC , digital learning platforms
67035,http://www.commonlit.org/,commonlit,commonlit,LC , digital learning platforms
67431,http://www.autodesk.com,autodesk," autodesk, inc",LC , content creation & curation
68019,https://connected.mcgraw-hill.com/connected/login.do,connected,mcgraw-hill prek-12,LC , digital learning platforms
68490,http://commons.wikimedia.org/,wikimedia commons,the wikimedia foundation,LC ,  resources & reference 
68713,http://www.discoveryeducation.com/what-we-offer/techbook-digital-textbooks/math/,discovery education math techbook,discovery education,LC , courseware & textbooks
68845,https://info.flipgrid.com/,flipgrid one,microsoft,LC , content creation & curation
69429,http://wordpress.com/,wordpress,wordpress,SDO ,  analytics & reporting 
69610,https://www.ducksters.com/history/,history for kids,"technological solutions, inc. (tsi)",LC ,  resources & reference 
69706,http://www.performancematters.com/,poweschool performance matters,performance matters,CM , classroom engagement & instruction 
69757,https://www.deltamath.com/,deltamath,deltamath,LC , digital learning platforms
69827,http://sites.google.com/,google sites,google llc,SDO ,  analytics & reporting 
69863,https://chrome.google.com/webstore,chrome web store,google llc,MULTI , other
70167,https://www.microsoft.com/en-us/download/details.aspx?id=23714,microsoft xna game studio,microsoft,LC , content creation & curation
70706,https://canvas.apps.chrome/,canvas for chrome,"canvas talent, inc. ",LC , content creation & curation
70740,https://screencast-o-matic.com/,screencast-o-matic,screencast-o-matic,LC , content creation & curation
70878,https://musiclab.chromeexperiments.com/,chrome music lab,google llc,LC , content creation & curation
71152,http://phet.colorado.edu/,phet interactive science simulations,university of colorado,LC ,  resources & reference 
71275,http://wistia.com/,wistia,wistia,LC , content creation & curation
71279,http://www.dreambox.com/,dreambox,dreambox learning,LC , digital learning platforms
71805,http://scratch.mit.edu/,scratch,mit media lab,LC , content creation & curation
72468,https://outlook.live.com/owa/,microsoft outlook,microsoft,MULTI , other
72676,https://www.kamiapp.com/,kami,kami limited,LC , digital learning platforms
72703,http://betterlesson.com/,better lesson,betterlesson,CM , teacher resources 
72713,http://www.google.com/books,google books,google llc,LC ,  resources & reference
72758,https://www.google.com/calendar,google calendar,google llc,MULTI , other
72784,http://www.infinitecampus.com/,infinite campus,infinite campus,SDO ,  analytics & reporting 
73101,http://padlet.com/,padlet,padlet,LC , content creation & curation
73104,https://www.achieve3000.com/,achieve3000,achieve3000,LC , digital learning platforms
73323,http://turnitin.com/,turnitin,turnitin,CM , teacher resources 
73952,http://www.mheducation.com,mcgraw-hill education,mcgraw-hill prek-12,LC , courseware & textbooks
74174,http://wakelet.com,wakelet,wakelet,LC ,  resources & reference
74653,https://www.studiesweekly.com,studies weekly,studies weekly,LC , courseware & textbooks
75206,https://www.ixl.com,ixl,ixl learning,LC , digital learning platforms
75451,http://www.ushmm.org/,united states holocaust memorial museum,us holocaust museum,LC ,  resources & reference
76122,https://canva.com/,canva,canva,LC , content creation & curation
76214,http://quizizz.com/,quizizz,quizizz,LC , study tools
76229,http://www.readtheory.org/,read theory,read theory,LC , digital learning platforms
76649,https://clever.com/,clever,clever,SDO , school management software 
76661,https://www.worldwildlife.org,wwf ~ world wildlife fund,world wildlife fund,LC ,  resources & reference
76889,https://www.blackboard.com/,blackboard,blackboard inc,SDO , learning management systems (lms)
77320,https://www.lakeshorelearning.com,lakeshore,lakeshore learning materials,LC ,  resources & references 
77430,https://www.canvaslms.com/gauge/,instructure,"instructure, inc. ",SDO , learning management systems (lms)
77698,http://www.goodreads.com,goodreads,goodreads,LC ,  resources & reference 
77713,https://www.gale.com/c/testing-and-education-reference-center,gale presents: peterson's test prep,gale cengage,LC , study tools 
78063,https://www.classlink.com/,classlink,classlink,SDO , school management software 
78247,http://www.fountasandpinnell.com/,fountas & pinnell,"heinemann, a division of greenwood publishing group llc",LC , courseware & textbooks
78586,http://www.thinglink.com,thinglink,thinglink,LC , content creation & curation
78662,https://www.teachervision.com/,teachervision,sandbox networks,CM , teacher resources 
78730,https://www.maxpreps.com/state/connecticut.htm,maxpreps: connecticut,cbs interactive,LC ,  resources & reference 
78818,http://www.enotes.com/,enotes,enotes.com,LC , study tools 
79295,https://www.quavermusic.com,quavermusic,quaver music,LC , digital learning platforms
79578,https://flippity.net/,flippity,flippity,LC , study tools
79652,https://www.istockphoto.com/,istock,istockphoto lp,LC , content creation & curation
79673,https://www.zendesk.com/,zendesk,zendesk,SDO , human resources
80144,https://www.quora.com/,quora,quora,LC , study tools 
80473,http://www.didax.com/,didax,didax education,LC ,  resources & references 
80560,https://www.nitrotype.com/,nitro type,teaching.com,LC , digital learning platforms
80616,https://www.ixl.com/math/,ixl math,ixl learning,LC , digital learning platforms
80972,https://www.explorelearning.com,explorelearning,"explorelearning, llc",LC ,  resources & reference 
81127,http://spaceplace.nasa.gov,nasa's space place,nasa,LC ,  resources & reference
81236,https://www.box.com/,box,box,MULTI , other
81654,https://www.tinkercad.com/,tinkercad," autodesk, inc",LC , content creation & curation
82101,https://time.com,time,"time usa, llc ",LC ,  resources & reference
83076,http://www.geogebra.org,geogebra,geogebra,LC , study tools
83118,https://www.legendsoflearning.com,legends of learning,legends of learning,LC , digital learning platforms
83270,https://artsandculture.google.com/,google arts & culture,google llc,LC ,  resources & reference 
83394,https://www.yelp.com/,yelp,"yelp, inc",LC ,  resources & reference 
83704,http://www.investopedia.com,investopedia,iac,LC ,  resources & reference
83862,http://www.raz-kids.com/,raz-kids,learning a-z,LC , digital learning platforms
84007,http://www.readinga-z.com,reading a-z,learning a-z,LC , courseware & textbooks
84099,https://edutrainingcenter.withgoogle.com/,google training center,google llc,MULTI , other
84217,http://blogs.kqed.org/education/e-books/,kqed e-books,kqed,LC ,  resources & reference 
84342,https://blindsidenetworks.com/,blindside networks,blindside networks,SDO ,  analytics & reporting 
84652,http://www.ck12.org,ck-12,ck-12 foundation,LC , digital learning platforms
85072,http://www.space.com/,space.com,purch,LC ,  resources & reference
85682,http://www.qualtrics.com,qualtrics,qualtrics,SDO ,  analytics & reporting
85975,http://www.code.org,code.org,code.org,LC , digital learning platforms
85991,http://www.microsoft.com/en-us/education/products/office/default.aspx,microsoft office 365,microsoft,MULTI , other
86059,http://thesaurus.com/,thesaurus.com,dictionary.com,LC ,  resources & reference 
86294,https://www.kiddle.co/,kiddle,google llc,LC ,  resources & reference 
86575,http://www.pbslearningmedia.org/,pbs learningmedia,pbs,LC , digital learning platforms
86703,https://www.gonoodle.com/,gonoodle,healthteacher,CM , classroom engagement & instruction 
86775,http://www.wordreference.com,wordreference.com,wordreference.com,LC ,  resources & reference 
87342,http://www.litcharts.com/,litcharts,litcharts llc,LC , study tools
87762,https://chrome.google.com/webstore/detail/grammarly-for-chrome/kbfnbcaeplbcioakkpcpgfkobkghlhen?hl=en,grammarly for chrome,grammarly,LC ,  resources & reference 
87841,http://edpuzzle.com,edpuzzle - free (basic plan),edpuzzle inc.,LC , content creation & curation
88065,https://dochub.com/,dochub,dochub,SDO , other
88885,http://lumenlearning.com/,lumen learning,lumen learning,LC , online course providers 
88925,https://edu.google.com/expeditions/#about,google expeditions,google llc,LC ,  resources & reference 
89267,http://www.wiley.com,wiley,john wiley and sons inco,LC , courseware & textbooks
89688,http://www.teachtci.com,teach tci,teach tci,LC , courseware & textbooks
89802,http://bartleby.com/,bartleby,bartleby,LC , study tools
90153,https://www.netflix.com/,netflix,netflix,LC ,  resources & reference 
90440,https://www.pebblego.com/login.php,pebblego,capstone,LC , digital learning platforms
90929,https://www.gimkit.com/,gimkit,gimkit,LC , digital learning platforms
91030,http://brainly.com/,brainly,brainly,LC , study tools 
91165,http://www.mobymax.com/,mobymax,mobymax,LC , digital learning platforms
91873,https://www.breakoutedu.com/,breakout edu,"breakout, inc",LC , digital learning platforms
92844,https://www.typing.com/,typing.com,teaching.com,LC , digital learning platforms
92867,http://www.mathplayground.com,math playground,math playground,LC ,  resources & reference 
92871,https://www.powerschool.com/,powerschool,powerschool group llc,SDO ,  analytics & reporting 
92894,https://www.marketwatch.com/,marketwatch,marketwatch,LC ,  resources & reference
92918,https://www.usnews.com/best-colleges/myfit,college compass,"u.s. news & world report, l.p.",LC ,  resources & reference 
92993,http://www.aleks.com/,aleks,mcgraw-hill prek-12,LC , digital learning platforms
93256,http://www.nature.com/scitable,scitable,"nature america, inc",LC ,  resources & reference 
93376,https://www.cultofpedagogy.com/,cult of pedagogy,cult of pedagogy,CM , teacher resources 
93690,http://www.calculator.com,calculator.com,calculator.com,LC ,  resources & reference
93742,http://www.typingclub.com,typingclub,typingclub,LC , digital learning platforms
94058,https://www.coursehero.com/,course hero,course hero,LC , study tools
94158,http://www.coolmath.com,coolmath,constructive media,LC ,  resources & reference
94218,http://www.viewpure.com/,viewpure,viewpure,CM , classroom engagement & instruction 
94264,http://www.physicsclassroom.com/,the physics classroom,"physics classroom, llc",LC ,  resources & reference
94324,http://www.wevideo.com/education,wevideo for schools,"wevideo, inc.",LC , content creation & curation
